CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST00480,491,3,6135.76,1,1,1,111,Lost
CUST00481,403,5,21474.18,2,2,2,222,Hibernating
CUST00482,419,5,43815.299999999996,2,2,3,223,Hibernating
CUST00483,319,16,49549.2,3,4,4,344,Loyal Customers
CUST00484,508,7,10346.779999999999,1,3,2,132,Hibernating
CUST00485,265,8,16411.62,3,3,2,332,Need Attention
CUST00486,431,1,3268.15,2,1,1,211,Hibernating
CUST00487,1,43,333302.69,5,5,5,555,Champions
CUST00488,124,8,36834.159999999996,4,3,3,433,Loyal Customers
CUST00489,538,2,31609.5,1,1,3,113,Lost
CUST00490,714,4,10446.02,1,2,2,122,Lost
CUST00491,96,12,26632.29,4,4,3,443,Loyal Customers
CUST00492,371,7,173314.66,2,3,5,235,Hibernating
CUST00493,23,14,113521.78,4,4,4,444,Champions
CUST00494,1,16,52150.45,5,4,4,544,Champions
CUST00495,40,7,10652.52,4,3,2,432,Need Attention
CUST00496,317,11,69277.25,3,4,4,344,Loyal Customers
CUST00497,414,5,20892.55,2,2,2,222,Hibernating
CUST00498,10,28,134197.7,5,5,5,555,Champions
CUST00499,674,3,8066.45,1,1,2,112,Lost
CUST00500,595,2,228749.53999999998,1,1,5,115,Lost
CUST00501,367,5,14893.98,2,2,2,222,Hibernating
CUST00502,372,5,13290.08,2,2,2,222,Hibernating
CUST00503,62,10,45946.12,4,3,3,433,Loyal Customers
CUST00504,372,2,8243.24,2,1,2,212,Hibernating
CUST00505,633,5,15482.669999999998,1,2,2,122,Lost
CUST00506,2,27,137742.75,5,5,5,555,Champions
CUST00507,204,2,1933.5099999999998,3,1,1,311,Hibernating
CUST00508,700,1,15712.3,1,1,2,112,Lost
CUST00509,700,1,2195.22,1,1,1,111,Lost
CUST00510,513,7,62745.06,1,3,4,134,Hibernating
CUST00511,278,5,37640.770000000004,3,2,3,323,Need Attention
CUST00512,154,12,40268.03,3,4,3,343,Loyal Customers
CUST00513,473,3,3988.6499999999996,2,1,1,211,Hibernating
CUST00514,398,5,9433.45,2,2,2,222,Hibernating
CUST00515,1,42,129014.93,5,5,5,555,Champions
CUST00516,6,40,99063.55,5,5,4,554,Champions
CUST00517,278,14,121968.46,3,4,5,345,Loyal Customers
CUST00518,556,2,2036.17,1,1,1,111,Lost
CUST00519,649,1,6991.9,1,1,1,111,Lost
CUST00520,4,19,153116.16999999998,5,5,5,555,Champions
CUST00521,213,5,3245.1,3,2,1,321,Hibernating
CUST00522,41,13,144563.49,4,4,5,445,Champions
CUST00523,453,5,15017.48,2,2,2,222,Hibernating
CUST00524,638,3,20291.9,1,1,2,112,Lost
CUST00525,639,1,4862.78,1,1,1,111,Lost
CUST00526,93,7,10443.2,4,3,2,432,Need Attention
CUST00527,29,10,30626.34,4,3,3,433,Loyal Customers
CUST00528,41,18,101174.17,4,5,4,454,Champions
CUST00529,2,38,196279.52,5,5,5,555,Champions
CUST00530,218,4,6843.639999999999,3,2,1,321,Hibernating
CUST00531,541,3,9445.21,1,1,2,112,Lost
CUST00532,585,1,6983.11,1,1,1,111,Lost
CUST00533,555,2,12131.29,1,1,2,112,Lost
CUST00534,563,8,18278.07,1,3,2,132,Hibernating
CUST00535,605,4,16779.38,1,2,2,122,Lost
CUST00536,321,1,1429.34,3,1,1,311,Hibernating
CUST00537,559,2,8815.53,1,1,2,112,Lost
CUST00538,210,16,613219.91,3,4,5,345,Loyal Customers
CUST00539,17,8,23782.74,4,3,3,433,Loyal Customers
CUST00540,19,18,228911.49,4,5,5,455,Champions
CUST00541,715,5,147668.19,1,2,5,125,Lost
CUST00542,275,4,7313.48,3,2,1,321,Hibernating
CUST00543,30,18,81407.84999999999,4,5,4,454,Champions
CUST00544,634,5,15079.140000000001,1,2,2,122,Lost
CUST00545,545,5,14976.39,1,2,2,122,Lost
CUST00546,29,11,20219.99,4,4,2,442,Need Attention
CUST00547,15,29,233552.29,4,5,5,455,Champions
CUST00548,277,4,12374.85,3,2,2,322,Need Attention
CUST00549,200,3,102884.79,3,1,4,314,Hibernating
CUST00550,427,5,14018.89,2,2,2,222,Hibernating
CUST00551,424,2,18166.73,2,1,2,212,Hibernating
CUST00552,668,4,18233.61,1,2,2,122,Lost
CUST00553,383,9,118070.48,2,3,5,235,Hibernating
CUST00554,501,4,5852.39,1,2,1,121,Lost
CUST00555,238,2,5579.88,3,1,1,311,Hibernating
CUST00556,212,4,45214.75,3,2,3,323,Need Attention
CUST00557,5,23,355909.64,5,5,5,555,Champions
CUST00558,4,60,213115.2,5,5,5,555,Champions
CUST00559,191,4,4484.87,3,2,1,321,Hibernating
CUST00560,276,6,22975.15,3,2,2,322,Need Attention
CUST00561,366,5,13250.949999999999,2,2,2,222,Hibernating
CUST00562,227,11,40279.59,3,4,3,343,Loyal Customers
CUST00563,19,13,175321.35,4,4,5,445,Champions
CUST00564,2,47,178436.24,5,5,5,555,Champions
CUST00565,180,7,26323.47,3,3,3,333,Loyal Customers
CUST00566,650,10,20411.98,1,3,2,132,Hibernating
CUST00567,58,20,212846.90999999997,4,5,5,455,Champions
CUST00568,79,8,28442.69,4,3,3,433,Loyal Customers
CUST00569,500,1,3391.52,1,1,1,111,Lost
CUST00570,299,10,36724.05,3,3,3,333,Loyal Customers
CUST00571,385,3,70796.84999999999,2,1,4,214,Hibernating
CUST00572,304,6,10725.32,3,2,2,322,Need Attention
CUST00573,36,9,169103.54,4,3,5,435,Loyal Customers
CUST00574,465,4,6765.16,2,2,1,221,Hibernating
CUST00575,614,4,7688.39,1,2,1,121,Lost
CUST00576,508,2,3652.08,1,1,1,111,Lost
CUST00577,1,28,122088.74,5,5,5,555,Champions
CUST00578,508,1,2146.02,1,1,1,111,Lost
CUST00579,41,12,21035.52,4,4,2,442,Need Attention
CUST00580,35,16,63864.5,4,4,4,444,Champions
CUST00581,345,7,33412.68,3,3,3,333,Loyal Customers
CUST00582,568,3,9699.75,1,1,2,112,Lost
CUST00583,97,9,117447.74,4,3,4,434,Loyal Customers
CUST00584,25,8,27187.690000000002,4,3,3,433,Loyal Customers
CUST00585,215,5,15656.37,3,2,2,322,Need Attention
CUST00586,228,11,29661.97,3,4,3,343,Loyal Customers
CUST00587,4,18,73389.45999999999,5,5,4,554,Champions
CUST00588,7,35,551157.23,5,5,5,555,Champions
CUST00589,9,23,84402.07,5,5,4,554,Champions
CUST00590,23,17,81392.12,4,4,4,444,Champions
CUST00591,2,19,98767.66,5,5,4,554,Champions
CUST00592,251,6,10180.73,3,2,2,322,Need Attention
CUST00593,5,27,178511.43,5,5,5,555,Champions
CUST00594,2,11,29782.03,5,4,3,543,Loyal Customers
CUST00595,689,1,2624.09,1,1,1,111,Lost
CUST00596,17,10,33977.18,4,3,3,433,Loyal Customers
CUST00597,481,10,217213.29,2,3,5,235,Hibernating
CUST00598,4,16,254603.41999999998,5,4,5,545,Champions
CUST00599,13,22,152008.02,5,5,5,555,Champions
CUST00600,9,26,201733.93000000002,5,5,5,555,Champions
CUST00601,20,24,71281.1,4,5,4,454,Champions
CUST00602,168,13,43006.86,3,4,3,343,Loyal Customers
CUST00603,37,18,49899.659999999996,4,5,4,454,Champions
CUST00604,10,22,130154.23999999999,5,5,5,555,Champions
CUST00605,12,29,193955.58,5,5,5,555,Champions
CUST00606,66,12,69636.69,4,4,4,444,Champions
CUST00607,39,12,19906.15,4,4,2,442,Need Attention
CUST00608,463,8,31146.190000000002,2,3,3,233,Hibernating
CUST00609,372,5,17859.35,2,2,2,222,Hibernating
CUST00610,457,5,26302.600000000002,2,2,3,223,Hibernating
CUST00611,2,50,674959.16,5,5,5,555,Champions
CUST00612,523,6,63319.82,1,2,4,124,Lost
CUST00613,404,4,14864.130000000001,2,2,2,222,Hibernating
CUST00614,1,31,141112.27,5,5,5,555,Champions
CUST00615,714,4,8441.03,1,2,2,122,Lost
CUST00616,663,1,4197.67,1,1,1,111,Lost
CUST00617,11,21,245748.41999999998,5,5,5,555,Champions
CUST00618,214,7,13205.720000000001,3,3,2,332,Need Attention
CUST00619,197,3,23829.180000000004,3,1,3,313,Hibernating
CUST00620,406,4,16171.7,2,2,2,222,Hibernating
CUST00621,2,26,102366.29000000001,5,5,4,554,Champions
CUST00622,6,15,63606.12,5,4,4,544,Champions
CUST00623,66,11,32720.79,4,4,3,443,Loyal Customers
CUST00624,58,16,358085.99,4,4,5,445,Champions
CUST00625,549,5,12167.57,1,2,2,122,Lost
CUST00626,17,9,34630.0,4,3,3,433,Loyal Customers
CUST00627,2,13,38478.73,5,4,3,543,Loyal Customers
CUST00628,432,2,2244.3,2,1,1,211,Hibernating
CUST00629,14,36,214191.19,5,5,5,555,Champions
CUST00630,1,14,34673.43,5,4,3,543,Loyal Customers
CUST00631,366,4,7004.33,2,2,1,221,Hibernating
CUST00632,384,1,541.49,2,1,1,211,Hibernating
CUST00633,367,7,38970.88,2,3,3,233,Hibernating
CUST00634,329,5,32399.45,3,2,3,323,Need Attention
CUST00635,1,20,203101.25,5,5,5,555,Champions
CUST00636,180,9,24395.72,3,3,3,333,Loyal Customers
CUST00637,425,3,2352.67,2,1,1,211,Hibernating
CUST00638,17,7,41037.979999999996,4,3,3,433,Loyal Customers
CUST00639,57,11,43987.759999999995,4,4,3,443,Loyal Customers
CUST00640,143,5,4205.97,3,2,1,321,Hibernating
CUST00641,6,60,285981.27999999997,5,5,5,555,Champions
CUST00642,42,12,69084.05,4,4,4,444,Champions
CUST00643,105,12,38021.22,4,4,3,443,Loyal Customers
CUST00644,470,12,29945.3,2,4,3,243,Churned Best Customers
CUST00645,4,22,92557.39,5,5,4,554,Champions
CUST00646,390,2,9697.0,2,1,2,212,Hibernating
CUST00647,499,6,16245.84,1,2,2,122,Lost
CUST00648,622,4,3928.69,1,2,1,121,Lost
CUST00649,482,4,11481.34,2,2,2,222,Hibernating
CUST00650,7,12,30442.85,5,4,3,543,Loyal Customers
CUST00651,5,43,151625.47,5,5,5,555,Champions
CUST00652,192,6,26118.700000000004,3,2,3,323,Need Attention
CUST00653,415,2,3938.9400000000005,2,1,1,211,Hibernating
CUST00654,473,9,108222.83,2,3,4,234,Hibernating
CUST00655,183,9,15674.73,3,3,2,332,Need Attention
CUST00656,1,25,172812.84,5,5,5,555,Champions
CUST00657,17,9,51761.5,4,3,4,434,Loyal Customers
CUST00658,141,8,84230.76,3,3,4,334,Loyal Customers
CUST00659,435,6,75123.13,2,2,4,224,Hibernating
CUST00660,276,7,74156.70999999999,3,3,4,334,Loyal Customers
CUST00661,53,10,33778.159999999996,4,3,3,433,Loyal Customers
CUST00662,630,2,244845.9,1,1,5,115,Lost
CUST00663,568,5,12668.269999999999,1,2,2,122,Lost
CUST00664,2,12,59872.46,5,4,4,544,Champions
CUST00665,1,29,115811.59,5,5,4,554,Champions
CUST00666,3,20,197080.74,5,5,5,555,Champions
CUST00667,24,13,28981.09,4,4,3,443,Loyal Customers
CUST00668,1,24,220734.75,5,5,5,555,Champions
CUST00669,11,24,227456.26,5,5,5,555,Champions
CUST00670,248,5,21721.18,3,2,2,322,Need Attention
CUST00671,10,29,81136.75,5,5,4,554,Champions
CUST00672,674,1,1625.62,1,1,1,111,Lost
CUST00673,18,24,116029.16,4,5,4,454,Champions
CUST00674,469,4,12695.97,2,2,2,222,Hibernating
CUST00675,139,11,32096.75,3,4,3,343,Loyal Customers
CUST00676,642,4,13293.259999999998,1,2,2,122,Lost
CUST00677,8,22,49020.159999999996,5,5,4,554,Champions
CUST00678,262,10,40828.61,3,3,3,333,Loyal Customers
CUST00679,446,3,87300.19,2,1,4,214,Hibernating
CUST00680,408,5,39397.850000000006,2,2,3,223,Hibernating
CUST00681,594,2,12153.76,1,1,2,112,Lost
CUST00682,3,10,21886.99,5,3,2,532,Need Attention
CUST00683,7,17,113753.6,5,4,4,544,Champions
CUST00684,400,3,5582.37,2,1,1,211,Hibernating
CUST00685,480,5,26045.25,2,2,3,223,Hibernating
CUST00686,538,6,23824.42,1,2,3,123,Lost
CUST00687,511,6,15014.900000000001,1,2,2,122,Lost
CUST00688,257,9,56630.619999999995,3,3,4,334,Loyal Customers
CUST00689,434,4,4569.78,2,2,1,221,Hibernating
CUST00690,11,22,113071.43,5,5,4,554,Champions
CUST00691,201,15,63240.49,3,4,4,344,Loyal Customers
CUST00692,20,6,12150.619999999999,4,2,2,422,New Customers
CUST00693,555,7,39394.91,1,3,3,133,Hibernating
CUST00694,9,9,39135.79,5,3,3,533,Loyal Customers
CUST00695,1,37,205541.53,5,5,5,555,Champions
CUST00696,576,4,8916.130000000001,1,2,2,122,Lost
CUST00697,71,11,57210.08,4,4,4,444,Champions
CUST00698,486,4,69456.92,1,2,4,124,Lost
CUST00699,10,31,88508.44,5,5,4,554,Champions
CUST00700,87,8,75482.77,4,3,4,434,Loyal Customers
CUST00701,199,4,432612.13,3,2,5,325,Need Attention
CUST00702,17,22,127854.23,4,5,5,455,Champions
CUST00703,118,10,28868.28,4,3,3,433,Loyal Customers
CUST00704,11,32,368003.51,5,5,5,555,Champions
CUST00705,16,21,56742.39,4,5,4,454,Champions
CUST00706,461,2,1487.1299999999999,2,1,1,211,Hibernating
CUST00707,150,14,42980.76,3,4,3,343,Loyal Customers
CUST00708,641,4,97162.74,1,2,4,124,Lost
CUST00709,22,9,35476.93,4,3,3,433,Loyal Customers
CUST00710,282,5,198155.44,3,2,5,325,Need Attention
CUST00711,266,2,2214.7599999999998,3,1,1,311,Hibernating
CUST00712,561,7,18542.73,1,3,2,132,Hibernating
CUST00713,47,11,33702.92,4,4,3,443,Loyal Customers
CUST00714,43,5,236176.2,4,2,5,425,New Customers
CUST00715,16,13,48615.51,4,4,3,443,Loyal Customers
CUST00716,588,1,36312.65,1,1,3,113,Lost
CUST00717,414,2,6069.3099999999995,2,1,1,211,Hibernating
CUST00718,507,1,1471.82,1,1,1,111,Lost
CUST00719,5,10,36012.5,5,3,3,533,Loyal Customers
CUST00720,398,4,10850.09,2,2,2,222,Hibernating
CUST00721,481,3,14541.25,2,1,2,212,Hibernating
CUST00722,1,21,183163.82,5,5,5,555,Champions
CUST00723,2,17,49927.159999999996,5,4,4,544,Champions
CUST00724,430,6,17796.760000000002,2,2,2,222,Hibernating
CUST00725,535,5,15944.23,1,2,2,122,Lost
CUST00726,542,3,22262.750000000004,1,1,2,112,Lost
CUST00727,12,22,88451.67,5,5,4,554,Champions
CUST00728,464,4,8518.86,2,2,2,222,Hibernating
CUST00729,79,11,240485.97,4,4,5,445,Champions
CUST00730,8,28,99201.01,5,5,4,554,Champions
CUST00731,10,21,78817.15,5,5,4,554,Champions
CUST00732,486,4,30840.73,1,2,3,123,Lost
CUST00733,515,4,11038.56,1,2,2,122,Lost
CUST00734,396,6,20144.89,2,2,2,222,Hibernating
CUST00735,96,10,25119.94,4,3,3,433,Loyal Customers
CUST00736,715,2,153276.13,1,1,5,115,Lost
CUST00737,67,11,36345.49,4,4,3,443,Loyal Customers
CUST00738,625,4,10552.710000000001,1,2,2,122,Lost
CUST00739,154,16,64359.24,3,4,4,344,Loyal Customers
CUST00740,186,5,30418.78,3,2,3,323,Need Attention
CUST00741,521,8,10212.05,1,3,2,132,Hibernating
CUST00742,62,15,32412.96,4,4,3,443,Loyal Customers
CUST00743,400,9,40531.020000000004,2,3,3,233,Hibernating
CUST00744,435,2,2731.55,2,1,1,211,Hibernating
CUST00745,52,17,59084.25,4,4,4,444,Champions
CUST00746,713,2,3361.8,1,1,1,111,Lost
CUST00747,207,6,22364.97,3,2,2,322,Need Attention
CUST00748,462,9,139825.45,2,3,5,235,Hibernating
CUST00749,676,1,184.68,1,1,1,111,Lost
CUST00750,655,5,13387.45,1,2,2,122,Lost
CUST00751,5,30,91712.17,5,5,4,554,Champions
CUST00752,631,1,610.36,1,1,1,111,Lost
CUST00753,260,8,41217.53,3,3,3,333,Loyal Customers
CUST00754,332,6,9795.64,3,2,2,322,Need Attention
CUST00755,22,37,238396.9,4,5,5,455,Champions
CUST00756,360,5,48338.1,2,2,3,223,Hibernating
CUST00757,202,3,13426.949999999999,3,1,2,312,Hibernating
CUST00758,400,7,24725.7,2,3,3,233,Hibernating
CUST00759,409,3,1989.3899999999999,2,1,1,211,Hibernating
CUST00760,421,4,6209.34,2,2,1,221,Hibernating
CUST00761,2,20,131237.02,5,5,5,555,Champions
CUST00762,83,12,343679.45,4,4,5,445,Champions
CUST00763,333,11,47296.76,3,4,3,343,Loyal Customers
CUST00764,432,4,90036.86,2,2,4,224,Hibernating
CUST00765,5,36,396724.02,5,5,5,555,Champions
CUST00766,471,7,151964.75,2,3,5,235,Hibernating
CUST00767,381,9,15003.78,2,3,2,232,Hibernating
CUST00768,686,2,3835.17,1,1,1,111,Lost
CUST00769,65,12,60321.880000000005,4,4,4,444,Champions
CUST00770,288,5,13029.94,3,2,2,322,Need Attention
CUST00771,5,32,123954.75,5,5,5,555,Champions
CUST00772,205,2,8474.25,3,1,2,312,Hibernating
CUST00773,2,23,41542.3,5,5,3,553,Loyal Customers
CUST00774,94,10,94277.56,4,3,4,434,Loyal Customers
CUST00775,282,5,16259.96,3,2,2,322,Need Attention
CUST00776,9,28,274164.84,5,5,5,555,Champions
CUST00777,21,15,85358.45,4,4,4,444,Champions
CUST00778,372,9,24201.74,2,3,3,233,Hibernating
CUST00779,383,3,3006.85,2,1,1,211,Hibernating
CUST00780,417,5,14479.96,2,2,2,222,Hibernating
CUST00781,455,4,13872.61,2,2,2,222,Hibernating
CUST00782,553,11,49391.94,1,4,4,144,At Risk
CUST00783,48,9,38014.19,4,3,3,433,Loyal Customers
CUST00784,166,6,27965.41,3,2,3,323,Need Attention
CUST00785,3,24,441213.54000000004,5,5,5,555,Champions
CUST00786,601,2,100118.01,1,1,4,114,Lost
CUST00787,401,4,5666.7,2,2,1,221,Hibernating
CUST00788,232,12,40813.42,3,4,3,343,Loyal Customers
CUST00789,168,10,41727.22,3,3,3,333,Loyal Customers
CUST00790,563,3,11025.730000000001,1,1,2,112,Lost
CUST00791,7,13,282515.47,5,4,5,545,Champions
CUST00792,426,4,100991.87999999999,2,2,4,224,Hibernating
CUST00793,255,7,13667.19,3,3,2,332,Need Attention
CUST00794,474,4,8893.029999999999,2,2,2,222,Hibernating
CUST00795,1,41,208579.36,5,5,5,555,Champions
CUST00796,707,3,206421.21000000002,1,1,5,115,Lost
CUST00797,446,4,8057.2699999999995,2,2,2,222,Hibernating
CUST00798,323,5,320649.99,3,2,5,325,Need Attention
CUST00799,342,4,5110.7,3,2,1,321,Hibernating
CUST00800,600,1,1327.42,1,1,1,111,Lost
CUST00801,184,4,7346.66,3,2,1,321,Hibernating
CUST00802,2,20,253606.42,5,5,5,555,Champions
CUST00803,397,3,25297.760000000002,2,1,3,213,Hibernating
CUST00804,193,4,45738.88,3,2,3,323,Need Attention
CUST00805,390,13,57437.52,2,4,4,244,At Risk
CUST00806,298,5,8030.620000000001,3,2,2,322,Need Attention
CUST00807,451,3,7660.22,2,1,1,211,Hibernating
CUST00808,702,4,9381.470000000001,1,2,2,122,Lost
CUST00809,86,8,16168.04,4,3,2,432,Need Attention
CUST00810,15,20,85114.51,4,5,4,454,Champions
CUST00811,188,3,4866.78,3,1,1,311,Hibernating
CUST00812,525,4,7393.52,1,2,1,121,Lost
CUST00813,3,22,57196.11,5,5,4,554,Champions
CUST00814,567,1,215.17,1,1,1,111,Lost
CUST00815,460,4,48856.34,2,2,3,223,Hibernating
CUST00816,239,2,5195.0199999999995,3,1,1,311,Hibernating
CUST00817,287,4,3939.0099999999998,3,2,1,321,Hibernating
CUST00818,146,11,11596.12,3,4,2,342,Need Attention
CUST00819,17,20,47670.99,4,5,3,453,Loyal Customers
CUST00820,49,14,39993.65,4,4,3,443,Loyal Customers
CUST00821,418,1,2888.72,2,1,1,211,Hibernating
CUST00822,2,56,317948.4,5,5,5,555,Champions
CUST00823,90,14,161087.89,4,4,5,445,Champions
CUST00824,278,10,108386.53,3,3,4,334,Loyal Customers
CUST00825,244,7,37324.93,3,3,3,333,Loyal Customers
CUST00826,531,3,7430.84,1,1,1,111,Lost
CUST00827,100,11,64959.89000000001,4,4,4,444,Champions
CUST00828,70,16,59964.17,4,4,4,444,Champions
CUST00829,613,2,5375.04,1,1,1,111,Lost
CUST00830,30,8,19620.65,4,3,2,432,Need Attention
CUST00831,6,5,11514.98,5,2,2,522,New Customers
CUST00832,159,15,38544.52,3,4,3,343,Loyal Customers
CUST00833,10,21,90066.65,5,5,4,554,Champions
CUST00834,22,18,112580.48,4,5,4,454,Champions
CUST00835,272,6,10004.78,3,2,2,322,Need Attention
CUST00836,170,10,53537.91,3,3,4,334,Loyal Customers
CUST00837,581,1,467.36,1,1,1,111,Lost
CUST00838,257,9,227549.47999999998,3,3,5,335,Loyal Customers
CUST00839,547,5,11188.84,1,2,2,122,Lost
CUST00840,191,5,61096.340000000004,3,2,4,324,Need Attention
CUST00841,1,40,445588.89999999997,5,5,5,555,Champions
CUST00842,387,5,15392.21,2,2,2,222,Hibernating
CUST00843,13,19,42962.57,5,5,3,553,Loyal Customers
CUST00844,362,3,3623.88,2,1,1,211,Hibernating
CUST00845,30,21,66911.85,4,5,4,454,Champions
CUST00846,129,16,91867.57,4,4,4,444,Champions
CUST00847,2,29,79626.74,5,5,4,554,Champions
CUST00848,394,3,12790.43,2,1,2,212,Hibernating
CUST00849,327,6,24970.75,3,2,3,323,Need Attention
CUST00850,620,4,5457.21,1,2,1,121,Lost
CUST00851,7,25,719581.0700000001,5,5,5,555,Champions
CUST00852,422,6,15398.8,2,2,2,222,Hibernating
CUST00853,21,10,196555.67,4,3,5,435,Loyal Customers
CUST00854,697,1,766.11,1,1,1,111,Lost
CUST00855,149,9,177247.56,3,3,5,335,Loyal Customers
CUST00856,8,16,49876.11,5,4,4,544,Champions
CUST00857,2,68,516403.20999999996,5,5,5,555,Champions
CUST00858,2,11,36070.69,5,4,3,543,Loyal Customers
CUST00859,553,3,10312.41,1,1,2,112,Lost
CUST00860,23,20,100829.24,4,5,4,454,Champions
CUST00861,484,9,71246.79000000001,1,3,4,134,Hibernating
CUST00862,117,14,36877.89,4,4,3,443,Loyal Customers
CUST00863,256,6,14945.21,3,2,2,322,Need Attention
CUST00864,302,12,46390.53,3,4,3,343,Loyal Customers
CUST00865,73,6,31675.45,4,2,3,423,New Customers
CUST00866,524,3,6953.93,1,1,1,111,Lost
CUST00867,5,16,55489.12,5,4,4,544,Champions
CUST00868,16,22,75535.25,4,5,4,454,Champions
CUST00869,675,1,372.27,1,1,1,111,Lost
CUST00870,419,1,409.73,2,1,1,211,Hibernating
CUST00871,16,12,27420.34,4,4,3,443,Loyal Customers
CUST00872,108,10,23169.320000000003,4,3,3,433,Loyal Customers
CUST00873,264,4,5422.79,3,2,1,321,Hibernating
CUST00874,156,9,14368.38,3,3,2,332,Need Attention
CUST00875,2,44,253819.09,5,5,5,555,Champions
CUST00876,1,28,163333.66,5,5,5,555,Champions
CUST00877,231,3,6107.8,3,1,1,311,Hibernating
CUST00878,497,4,246661.44,1,2,5,125,Lost
CUST00879,3,55,181399.18,5,5,5,555,Champions
CUST00880,134,18,84178.17,4,5,4,454,Champions
CUST00881,278,7,20063.550000000003,3,3,2,332,Need Attention
CUST00882,713,6,5963.09,1,2,1,121,Lost
CUST00883,5,37,133945.04,5,5,5,555,Champions
CUST00884,7,20,145908.71,5,5,5,555,Champions
CUST00885,399,4,86143.88,2,2,4,224,Hibernating
CUST00886,1,22,124210.81000000001,5,5,5,555,Champions
CUST00887,379,3,10011.560000000001,2,1,2,212,Hibernating
CUST00888,109,12,143987.22,4,4,5,445,Champions
CUST00889,30,14,54590.96,4,4,4,444,Champions
CUST00890,99,13,197277.09,4,4,5,445,Champions
CUST00891,261,3,6404.88,3,1,1,311,Hibernating
CUST00892,518,1,1589.73,1,1,1,111,Lost
CUST00893,474,1,2115.29,2,1,1,211,Hibernating
CUST00894,94,9,25176.89,4,3,3,433,Loyal Customers
CUST00895,454,8,20284.739999999998,2,3,2,232,Hibernating
CUST00896,376,5,21903.16,2,2,2,222,Hibernating
CUST00897,62,17,45318.57,4,4,3,443,Loyal Customers
CUST00898,714,1,694.95,1,1,1,111,Lost
CUST00899,6,56,250288.2,5,5,5,555,Champions
CUST00900,2,21,84185.94,5,5,4,554,Champions
CUST00901,59,16,175494.57,4,4,5,445,Champions
CUST00902,6,41,185097.59,5,5,5,555,Champions
CUST00903,27,23,275951.63,4,5,5,455,Champions
CUST00904,197,5,7475.09,3,2,1,321,Hibernating
CUST00905,84,4,6266.8,4,2,1,421,New Customers
CUST00906,725,2,7880.09,1,1,1,111,Lost
CUST00907,654,1,3333.61,1,1,1,111,Lost
CUST00908,101,16,54166.189999999995,4,4,4,444,Champions
CUST00909,156,10,25916.73,3,3,3,333,Loyal Customers
CUST00910,310,9,88821.79000000001,3,3,4,334,Loyal Customers
CUST00911,596,4,7983.75,1,2,2,122,Lost
CUST00912,158,14,69188.20999999999,3,4,4,344,Loyal Customers
CUST00913,295,4,6061.77,3,2,1,321,Hibernating
CUST00914,13,18,53901.88,5,5,4,554,Champions
CUST00915,637,3,10635.55,1,1,2,112,Lost
CUST00916,69,10,34460.31,4,3,3,433,Loyal Customers
CUST00917,160,11,25503.22,3,4,3,343,Loyal Customers
CUST00918,405,1,2285.63,2,1,1,211,Hibernating
CUST00919,614,3,11084.53,1,1,2,112,Lost
CUST00920,15,27,121038.15,4,5,5,455,Champions
CUST00921,320,1,1430.58,3,1,1,311,Hibernating
CUST00922,28,16,50299.020000000004,4,4,4,444,Champions
CUST00923,304,4,73138.76,3,2,4,324,Need Attention
CUST00924,545,5,25624.72,1,2,3,123,Lost
CUST00925,33,15,165668.87,4,4,5,445,Champions
CUST00926,10,48,229928.71,5,5,5,555,Champions
CUST00927,72,8,22796.010000000002,4,3,2,432,Need Attention
CUST00928,265,4,15534.8,3,2,2,322,Need Attention
CUST00929,438,5,7845.22,2,2,1,221,Hibernating
CUST00930,312,12,213451.59,3,4,5,345,Loyal Customers
CUST00931,6,14,121262.31,5,4,5,545,Champions
CUST00932,237,2,6624.12,3,1,1,311,Hibernating
CUST00933,411,1,3757.54,2,1,1,211,Hibernating
CUST00934,245,6,59055.58,3,2,4,324,Need Attention
CUST00935,10,19,152881.86000000002,5,5,5,555,Champions
CUST00936,67,12,25084.96,4,4,3,443,Loyal Customers
CUST00937,5,35,163334.95,5,5,5,555,Champions
CUST00938,455,2,9338.51,2,1,2,212,Hibernating
CUST00939,32,32,75068.74,4,5,4,454,Champions
CUST00940,486,5,19670.34,1,2,2,122,Lost
CUST00941,111,10,52947.52,4,3,4,434,Loyal Customers
CUST00942,492,3,15409.570000000002,1,1,2,112,Lost
CUST00943,273,5,4494.8,3,2,1,321,Hibernating
CUST00944,250,1,5839.28,3,1,1,311,Hibernating
CUST00945,134,14,77553.73,4,4,4,444,Champions
CUST00946,6,45,97998.36,5,5,4,554,Champions
CUST00947,41,19,59926.43,4,5,4,454,Champions
CUST00948,489,2,2982.91,1,1,1,111,Lost
CUST00949,543,1,1981.64,1,1,1,111,Lost
CUST00950,377,10,130894.06,2,3,5,235,Hibernating
CUST00951,448,3,29042.41,2,1,3,213,Hibernating
CUST00952,461,5,26863.449999999997,2,2,3,223,Hibernating
CUST00953,7,30,93344.55,5,5,4,554,Champions
CUST00954,598,3,3711.36,1,1,1,111,Lost
CUST00955,328,11,29245.05,3,4,3,343,Loyal Customers
CUST00956,131,8,20260.670000000002,4,3,2,432,Need Attention
CUST00957,519,8,42118.23,1,3,3,133,Hibernating
CUST00958,2,49,343070.25,5,5,5,555,Champions
CUST00959,5,24,68174.81,5,5,4,554,Champions
CUST00960,553,2,545.37,1,1,1,111,Lost
