CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,City,State,Country
CUST00321,271,4,13279.25,3,2,2,322,Need Attention,Ahmedabad,Gujarat,India
CUST00322,383,8,15192.32,2,3,2,232,Hibernating,Kozhikode,Kerala,India
CUST00323,436,4,13112.08,2,2,2,222,Hibernating,Warangal,Telangana,India
CUST00324,83,13,22605.68,4,4,2,442,Need Attention,Salem,Tamil Nadu,India
CUST00325,670,1,515.56,1,1,1,111,Lost,Agra,Uttar Pradesh,India
CUST00326,206,6,11105.61,3,2,2,322,Need Attention,Kochi,Kerala,India
CUST00327,214,3,22275.809999999998,3,1,2,312,Hibernating,Rajkot,Gujarat,India
CUST00328,486,9,19727.489999999998,1,3,2,132,Hibernating,Mumbai,Maharashtra,India
CUST00329,10,7,64560.25,5,3,4,534,Loyal Customers,New Delhi,Delhi,India
CUST00330,29,12,17063.83,4,4,2,442,Need Attention,Mangalore,Karnataka,India
CUST00331,189,5,83644.31,3,2,4,324,Need Attention,Kozhikode,Kerala,India
CUST00332,412,5,9112.71,2,2,2,222,Hibernating,Chandigarh,Punjab,India
CUST00333,7,35,153661.82,5,5,5,555,Champions,Kochi,Kerala,India
CUST00334,3,14,35566.83,5,4,3,543,Loyal Customers,Warangal,Telangana,India
CUST00335,26,29,150992.66,4,5,5,455,Champions,Kolkata,West Bengal,India
CUST00336,1,43,271677.02999999997,5,5,5,555,Champions,Madurai,Tamil Nadu,India
CUST00337,351,1,746.58,3,1,1,311,Hibernating,Durgapur,West Bengal,India
CUST00338,418,6,17029.989999999998,2,2,2,222,Hibernating,Warangal,Telangana,India
CUST00339,137,8,132892.45,3,3,5,335,Loyal Customers,Jaipur,Rajasthan,India
CUST00340,22,25,138382.34,4,5,5,455,Champions,Kozhikode,Kerala,India
CUST00341,87,6,12843.32,4,2,2,422,New Customers,Kolkata,West Bengal,India
CUST00342,55,11,58839.17,4,4,4,444,Champions,Chennai,Tamil Nadu,India
CUST00343,3,26,58496.36,5,5,4,554,Champions,Ludhiana,Punjab,India
CUST00344,195,5,18259.7,3,2,2,322,Need Attention,Bengaluru,Karnataka,India
CUST00345,94,11,19834.45,4,4,2,442,Need Attention,Hubli,Karnataka,India
CUST00346,433,3,5103.27,2,1,1,211,Hibernating,Kochi,Kerala,India
CUST00347,292,8,74329.22,3,3,4,334,Loyal Customers,Kolkata,West Bengal,India
CUST00348,6,51,258509.78,5,5,5,555,Champions,Pune,Maharashtra,India
CUST00349,184,4,8654.22,3,2,2,322,Need Attention,Mangalore,Karnataka,India
CUST00350,480,10,25864.440000000002,2,3,3,233,Hibernating,Gurgaon,Haryana,India
CUST00351,236,6,25216.489999999998,3,2,3,323,Need Attention,Durgapur,West Bengal,India
CUST00352,427,1,1218.94,2,1,1,211,Hibernating,Jodhpur,Rajasthan,India
CUST00353,496,4,8332.86,1,2,2,122,Lost,Panipat,Haryana,India
CUST00354,4,23,122087.22,5,5,5,555,Champions,Jaipur,Rajasthan,India
CUST00355,1,32,309682.29000000004,5,5,5,555,Champions,Warangal,Telangana,India
CUST00356,330,2,1813.57,3,1,1,311,Hibernating,Faridabad,Haryana,India
CUST00357,9,64,528470.97,5,5,5,555,Champions,Durgapur,West Bengal,India
CUST00358,555,13,70035.25,1,4,4,144,At Risk,Hubli,Karnataka,India
CUST00359,686,2,9680.869999999999,1,1,2,112,Lost,Chandigarh,Punjab,India
CUST00360,353,4,3965.6,3,2,1,321,Hibernating,Chandigarh,Punjab,India
CUST00361,57,15,112334.66,4,4,4,444,Champions,Noida,Uttar Pradesh,India
CUST00362,250,2,9824.92,3,1,2,312,Hibernating,Gurgaon,Haryana,India
CUST00363,172,13,441860.74,3,4,5,345,Loyal Customers,Salem,Tamil Nadu,India
CUST00364,295,5,126911.24,3,2,5,325,Need Attention,Warangal,Telangana,India
CUST00365,649,3,10932.99,1,1,2,112,Lost,Hyderabad,Telangana,India
CUST00366,334,10,11129.46,3,3,2,332,Need Attention,Durgapur,West Bengal,India
CUST00367,522,3,90275.00000000001,1,1,4,114,Lost,Mangalore,Karnataka,India
CUST00368,626,2,6612.9,1,1,1,111,Lost,New Delhi,Delhi,India
CUST00369,5,28,81337.14,5,5,4,554,Champions,Panipat,Haryana,India
CUST00370,13,17,92080.12,5,4,4,544,Champions,Lucknow,Uttar Pradesh,India
CUST00371,9,14,216492.18,5,4,5,545,Champions,Agra,Uttar Pradesh,India
CUST00372,1,48,259574.77000000002,5,5,5,555,Champions,Durgapur,West Bengal,India
CUST00373,37,13,53430.93,4,4,4,444,Champions,Nagpur,Maharashtra,India
CUST00374,391,4,12925.300000000001,2,2,2,222,Hibernating,Kolkata,West Bengal,India
CUST00375,3,17,91469.89,5,4,4,544,Champions,Coimbatore,Tamil Nadu,India
CUST00376,65,10,122800.91,4,3,5,435,Loyal Customers,Delhi,Delhi,India
CUST00377,645,3,1724.94,1,1,1,111,Lost,Delhi,Delhi,India
CUST00378,3,44,191239.92,5,5,5,555,Champions,Hyderabad,Telangana,India
CUST00379,595,1,1366.72,1,1,1,111,Lost,Faridabad,Haryana,India
CUST00380,4,18,48463.98,5,5,3,553,Loyal Customers,Vadodara,Gujarat,India
CUST00381,7,20,66530.41,5,5,4,554,Champions,Pune,Maharashtra,India
CUST00382,637,3,17555.07,1,1,2,112,Lost,Thiruvananthapuram,Kerala,India
CUST00383,371,4,68581.08,2,2,4,224,Hibernating,Panipat,Haryana,India
CUST00384,622,1,30154.35,1,1,3,113,Lost,Panipat,Haryana,India
CUST00385,620,4,7076.15,1,2,1,121,Lost,Warangal,Telangana,India
CUST00386,474,1,474.19,2,1,1,211,Hibernating,Howrah,West Bengal,India
CUST00387,91,12,71259.08,4,4,4,444,Champions,Ludhiana,Punjab,India
CUST00388,9,19,131068.31999999999,5,5,5,555,Champions,Bengaluru,Karnataka,India
CUST00389,614,7,71724.64,1,3,4,134,Hibernating,Bikaner,Rajasthan,India
CUST00390,213,1,1784.97,3,1,1,311,Hibernating,Bikaner,Rajasthan,India
CUST00391,404,2,7585.55,2,1,1,211,Hibernating,Lucknow,Uttar Pradesh,India
CUST00392,213,8,133062.5,3,3,5,335,Loyal Customers,Delhi,Delhi,India
CUST00393,42,7,32974.8,4,3,3,433,Loyal Customers,Agra,Uttar Pradesh,India
CUST00394,356,4,74934.5,2,2,4,224,Hibernating,Hyderabad,Telangana,India
CUST00395,23,6,150547.95,4,2,5,425,New Customers,Surat,Gujarat,India
CUST00396,437,1,265.5,2,1,1,211,Hibernating,Vadodara,Gujarat,India
CUST00397,479,1,849.86,2,1,1,211,Hibernating,Bikaner,Rajasthan,India
CUST00398,6,18,133575.06,5,5,5,555,Champions,Hyderabad,Telangana,India
CUST00399,592,4,13801.92,1,2,2,122,Lost,Thiruvananthapuram,Kerala,India
CUST00400,326,5,51302.630000000005,3,2,4,324,Need Attention,Gurgaon,Haryana,India
CUST00401,6,14,29873.84,5,4,3,543,Loyal Customers,Jaipur,Rajasthan,India
CUST00402,578,1,4677.2,1,1,1,111,Lost,Warangal,Telangana,India
CUST00403,655,3,2688.7,1,1,1,111,Lost,Delhi,Delhi,India
CUST00404,411,1,4796.16,2,1,1,211,Hibernating,Mangalore,Karnataka,India
CUST00405,40,15,57426.37,4,4,4,444,Champions,Hyderabad,Telangana,India
CUST00406,567,1,928.91,1,1,1,111,Lost,Amritsar,Punjab,India
CUST00407,115,15,56314.7,4,4,4,444,Champions,Warangal,Telangana,India
CUST00408,2,60,397120.8,5,5,5,555,Champions,Kolkata,West Bengal,India
CUST00409,460,1,1170.77,2,1,1,211,Hibernating,Kochi,Kerala,India
CUST00410,3,12,38122.46,5,4,3,543,Loyal Customers,Madurai,Tamil Nadu,India
CUST00411,3,13,163458.29,5,4,5,545,Champions,Kochi,Kerala,India
CUST00412,695,1,1507.97,1,1,1,111,Lost,Hubli,Karnataka,India
CUST00413,560,3,7146.25,1,1,1,111,Lost,Ludhiana,Punjab,India
CUST00414,599,4,11901.26,1,2,2,122,Lost,Thiruvananthapuram,Kerala,India
CUST00415,653,3,24197.620000000003,1,1,3,113,Lost,Amritsar,Punjab,India
CUST00416,38,14,64079.94,4,4,4,444,Champions,Kozhikode,Kerala,India
CUST00417,12,14,43860.21,5,4,3,543,Loyal Customers,Kolkata,West Bengal,India
CUST00418,77,17,103372.02,4,4,4,444,Champions,Bikaner,Rajasthan,India
CUST00419,593,2,1314.87,1,1,1,111,Lost,Ludhiana,Punjab,India
CUST00420,427,6,48272.16,2,2,3,223,Hibernating,Delhi,Delhi,India
CUST00421,422,6,9682.060000000001,2,2,2,222,Hibernating,Mumbai,Maharashtra,India
CUST00422,435,3,2365.23,2,1,1,211,Hibernating,New Delhi,Delhi,India
CUST00423,10,31,131408.24,5,5,5,555,Champions,Varanasi,Uttar Pradesh,India
CUST00424,22,11,40798.01,4,4,3,443,Loyal Customers,Lucknow,Uttar Pradesh,India
CUST00425,10,19,36394.96,5,5,3,553,Loyal Customers,Kochi,Kerala,India
CUST00426,367,4,226371.24,2,2,5,225,Hibernating,Jodhpur,Rajasthan,India
CUST00427,25,10,51005.81,4,3,4,434,Loyal Customers,Delhi,Delhi,India
CUST00428,620,1,627.61,1,1,1,111,Lost,Kochi,Kerala,India
CUST00429,261,13,84786.54,3,4,4,344,Loyal Customers,Faridabad,Haryana,India
CUST00430,5,23,163169.2,5,5,5,555,Champions,Noida,Uttar Pradesh,India
CUST00431,16,14,45613.07,4,4,3,443,Loyal Customers,Howrah,West Bengal,India
CUST00432,279,8,47430.94,3,3,3,333,Loyal Customers,Durgapur,West Bengal,India
CUST00433,461,8,36472.57,2,3,3,233,Hibernating,Kozhikode,Kerala,India
CUST00434,1,33,335962.58999999997,5,5,5,555,Champions,Kolkata,West Bengal,India
CUST00435,1,23,58309.11,5,5,4,554,Champions,Warangal,Telangana,India
CUST00436,391,5,12523.16,2,2,2,222,Hibernating,Kozhikode,Kerala,India
CUST00437,4,27,184245.74,5,5,5,555,Champions,New Delhi,Delhi,India
CUST00438,402,5,7965.13,2,2,1,221,Hibernating,Kozhikode,Kerala,India
CUST00439,338,2,1025.69,3,1,1,311,Hibernating,Chandigarh,Punjab,India
CUST00440,12,29,170410.98,5,5,5,555,Champions,Varanasi,Uttar Pradesh,India
CUST00441,7,19,109938.16,5,5,4,554,Champions,Kozhikode,Kerala,India
CUST00442,208,4,6942.71,3,2,1,321,Hibernating,Kozhikode,Kerala,India
CUST00443,144,16,41747.81,3,4,3,343,Loyal Customers,Kolkata,West Bengal,India
CUST00444,7,13,41519.87,5,4,3,543,Loyal Customers,Mysuru,Karnataka,India
CUST00445,481,2,21188.71,2,1,2,212,Hibernating,Coimbatore,Tamil Nadu,India
CUST00446,534,1,698.36,1,1,1,111,Lost,Delhi,Delhi,India
CUST00447,529,2,5081.76,1,1,1,111,Lost,Noida,Uttar Pradesh,India
CUST00448,395,6,97666.01000000001,2,2,4,224,Hibernating,Durgapur,West Bengal,India
CUST00449,40,8,25176.030000000002,4,3,3,433,Loyal Customers,Hyderabad,Telangana,India
CUST00450,2,12,196852.7,5,4,5,545,Champions,Panipat,Haryana,India
CUST00451,371,4,7263.129999999999,2,2,1,221,Hibernating,Jaipur,Rajasthan,India
CUST00452,248,6,153533.74,3,2,5,325,Need Attention,Kozhikode,Kerala,India
CUST00453,183,11,215286.13,3,4,5,345,Loyal Customers,Amritsar,Punjab,India
CUST00454,480,1,339.86,2,1,1,211,Hibernating,Kanpur,Uttar Pradesh,India
CUST00455,5,26,181808.01,5,5,5,555,Champions,Madurai,Tamil Nadu,India
CUST00456,299,8,50247.71,3,3,4,334,Loyal Customers,Udaipur,Rajasthan,India
CUST00457,10,25,64644.78,5,5,4,554,Champions,Varanasi,Uttar Pradesh,India
CUST00458,172,10,108610.27,3,3,4,334,Loyal Customers,Ludhiana,Punjab,India
CUST00459,2,25,78433.43,5,5,4,554,Champions,Thiruvananthapuram,Kerala,India
CUST00460,7,20,175218.66,5,5,5,555,Champions,New Delhi,Delhi,India
CUST00461,19,20,96209.75,4,5,4,454,Champions,Hubli,Karnataka,India
CUST00462,447,3,3732.48,2,1,1,211,Hibernating,Mangalore,Karnataka,India
CUST00463,412,2,1601.0700000000002,2,1,1,211,Hibernating,Udaipur,Rajasthan,India
CUST00464,713,3,4598.53,1,1,1,111,Lost,Nashik,Maharashtra,India
CUST00465,619,1,351.02,1,1,1,111,Lost,Salem,Tamil Nadu,India
CUST00466,27,11,24838.460000000003,4,4,3,443,Loyal Customers,Chennai,Tamil Nadu,India
CUST00467,86,6,49211.62,4,2,4,424,New Customers,Panipat,Haryana,India
CUST00468,444,1,1510.04,2,1,1,211,Hibernating,Bengaluru,Karnataka,India
CUST00469,5,14,138525.24,5,4,5,545,Champions,Gurgaon,Haryana,India
CUST00470,544,4,14733.9,1,2,2,122,Lost,Ludhiana,Punjab,India
CUST00471,6,50,479325.48,5,5,5,555,Champions,Surat,Gujarat,India
CUST00472,636,4,9843.24,1,2,2,122,Lost,Panipat,Haryana,India
CUST00473,5,36,202287.36,5,5,5,555,Champions,Delhi,Delhi,India
CUST00474,641,4,17074.75,1,2,2,122,Lost,New Delhi,Delhi,India
CUST00475,390,6,12743.380000000001,2,2,2,222,Hibernating,Kozhikode,Kerala,India
CUST00476,593,1,4865.26,1,1,1,111,Lost,Delhi,Delhi,India
CUST00477,9,20,139679.4,5,5,5,555,Champions,Thane,Maharashtra,India
CUST00478,455,3,4452.46,2,1,1,211,Hibernating,Gurgaon,Haryana,India
CUST00479,478,1,313.41,2,1,1,211,Hibernating,Thane,Maharashtra,India
CUST00480,491,3,6135.76,1,1,1,111,Lost,Amritsar,Punjab,India
CUST00481,403,5,21474.18,2,2,2,222,Hibernating,Kochi,Kerala,India
CUST00482,419,5,43815.299999999996,2,2,3,223,Hibernating,New Delhi,Delhi,India
CUST00483,319,16,49549.2,3,4,4,344,Loyal Customers,Nashik,Maharashtra,India
CUST00484,508,7,10346.779999999999,1,3,2,132,Hibernating,Gurgaon,Haryana,India
CUST00485,265,8,16411.62,3,3,2,332,Need Attention,Kolkata,West Bengal,India
CUST00486,431,1,3268.15,2,1,1,211,Hibernating,Faridabad,Haryana,India
CUST00487,1,43,333302.69,5,5,5,555,Champions,Durgapur,West Bengal,India
CUST00488,124,8,36834.159999999996,4,3,3,433,Loyal Customers,Mangalore,Karnataka,India
CUST00489,538,2,31609.5,1,1,3,113,Lost,Mysuru,Karnataka,India
CUST00490,714,4,10446.02,1,2,2,122,Lost,Jaipur,Rajasthan,India
CUST00491,96,12,26632.29,4,4,3,443,Loyal Customers,Pune,Maharashtra,India
CUST00492,371,7,173314.66,2,3,5,235,Hibernating,Rajkot,Gujarat,India
CUST00493,23,14,113521.78,4,4,4,444,Champions,Ahmedabad,Gujarat,India
CUST00494,1,16,52150.45,5,4,4,544,Champions,Kolkata,West Bengal,India
CUST00495,40,7,10652.52,4,3,2,432,Need Attention,Delhi,Delhi,India
CUST00496,317,11,69277.25,3,4,4,344,Loyal Customers,Faridabad,Haryana,India
CUST00497,414,5,20892.55,2,2,2,222,Hibernating,Mangalore,Karnataka,India
CUST00498,10,28,134197.7,5,5,5,555,Champions,Agra,Uttar Pradesh,India
CUST00499,674,3,8066.45,1,1,2,112,Lost,Hyderabad,Telangana,India
CUST00500,595,2,228749.53999999998,1,1,5,115,Lost,Hubli,Karnataka,India
CUST00501,367,5,14893.98,2,2,2,222,Hibernating,Delhi,Delhi,India
CUST00502,372,5,13290.08,2,2,2,222,Hibernating,Bikaner,Rajasthan,India
CUST00503,62,10,45946.12,4,3,3,433,Loyal Customers,Udaipur,Rajasthan,India
CUST00504,372,2,8243.24,2,1,2,212,Hibernating,Faridabad,Haryana,India
CUST00505,633,5,15482.669999999998,1,2,2,122,Lost,Ahmedabad,Gujarat,India
CUST00506,2,27,137742.75,5,5,5,555,Champions,Thiruvananthapuram,Kerala,India
CUST00507,204,2,1933.5099999999998,3,1,1,311,Hibernating,Panipat,Haryana,India
CUST00508,700,1,15712.3,1,1,2,112,Lost,Mangalore,Karnataka,India
CUST00509,700,1,2195.22,1,1,1,111,Lost,New Delhi,Delhi,India
CUST00510,513,7,62745.06,1,3,4,134,Hibernating,Hyderabad,Telangana,India
CUST00511,278,5,37640.770000000004,3,2,3,323,Need Attention,Thiruvananthapuram,Kerala,India
CUST00512,154,12,40268.03,3,4,3,343,Loyal Customers,Jaipur,Rajasthan,India
CUST00513,473,3,3988.6499999999996,2,1,1,211,Hibernating,Agra,Uttar Pradesh,India
CUST00514,398,5,9433.45,2,2,2,222,Hibernating,Thiruvananthapuram,Kerala,India
CUST00515,1,42,129014.93,5,5,5,555,Champions,Pune,Maharashtra,India
CUST00516,6,40,99063.55,5,5,4,554,Champions,Hyderabad,Telangana,India
CUST00517,278,14,121968.46,3,4,5,345,Loyal Customers,Faridabad,Haryana,India
CUST00518,556,2,2036.17,1,1,1,111,Lost,Rajkot,Gujarat,India
CUST00519,649,1,6991.9,1,1,1,111,Lost,Bengaluru,Karnataka,India
CUST00520,4,19,153116.16999999998,5,5,5,555,Champions,Faridabad,Haryana,India
CUST00521,213,5,3245.1,3,2,1,321,Hibernating,Durgapur,West Bengal,India
CUST00522,41,13,144563.49,4,4,5,445,Champions,Delhi,Delhi,India
CUST00523,453,5,15017.48,2,2,2,222,Hibernating,Panipat,Haryana,India
CUST00524,638,3,20291.9,1,1,2,112,Lost,Kanpur,Uttar Pradesh,India
CUST00525,639,1,4862.78,1,1,1,111,Lost,Mysuru,Karnataka,India
CUST00526,93,7,10443.2,4,3,2,432,Need Attention,Durgapur,West Bengal,India
CUST00527,29,10,30626.34,4,3,3,433,Loyal Customers,Jodhpur,Rajasthan,India
CUST00528,41,18,101174.17,4,5,4,454,Champions,Delhi,Delhi,India
CUST00529,2,38,196279.52,5,5,5,555,Champions,Faridabad,Haryana,India
CUST00530,218,4,6843.639999999999,3,2,1,321,Hibernating,Hyderabad,Telangana,India
CUST00531,541,3,9445.21,1,1,2,112,Lost,Kochi,Kerala,India
CUST00532,585,1,6983.11,1,1,1,111,Lost,Kozhikode,Kerala,India
CUST00533,555,2,12131.29,1,1,2,112,Lost,Noida,Uttar Pradesh,India
CUST00534,563,8,18278.07,1,3,2,132,Hibernating,Hyderabad,Telangana,India
CUST00535,605,4,16779.38,1,2,2,122,Lost,Hubli,Karnataka,India
CUST00536,321,1,1429.34,3,1,1,311,Hibernating,Durgapur,West Bengal,India
CUST00537,559,2,8815.53,1,1,2,112,Lost,Agra,Uttar Pradesh,India
CUST00538,210,16,613219.91,3,4,5,345,Loyal Customers,Madurai,Tamil Nadu,India
CUST00539,17,8,23782.74,4,3,3,433,Loyal Customers,Ahmedabad,Gujarat,India
CUST00540,19,18,228911.49,4,5,5,455,Champions,Mysuru,Karnataka,India
CUST00541,715,5,147668.19,1,2,5,125,Lost,Chandigarh,Punjab,India
CUST00542,275,4,7313.48,3,2,1,321,Hibernating,Ludhiana,Punjab,India
CUST00543,30,18,81407.84999999999,4,5,4,454,Champions,Thane,Maharashtra,India
CUST00544,634,5,15079.140000000001,1,2,2,122,Lost,Salem,Tamil Nadu,India
CUST00545,545,5,14976.39,1,2,2,122,Lost,Nashik,Maharashtra,India
CUST00546,29,11,20219.99,4,4,2,442,Need Attention,Thiruvananthapuram,Kerala,India
CUST00547,15,29,233552.29,4,5,5,455,Champions,Thiruvananthapuram,Kerala,India
CUST00548,277,4,12374.85,3,2,2,322,Need Attention,New Delhi,Delhi,India
CUST00549,200,3,102884.79,3,1,4,314,Hibernating,Warangal,Telangana,India
CUST00550,427,5,14018.89,2,2,2,222,Hibernating,Durgapur,West Bengal,India
CUST00551,424,2,18166.73,2,1,2,212,Hibernating,Faridabad,Haryana,India
CUST00552,668,4,18233.61,1,2,2,122,Lost,Hubli,Karnataka,India
CUST00553,383,9,118070.48,2,3,5,235,Hibernating,Delhi,Delhi,India
CUST00554,501,4,5852.39,1,2,1,121,Lost,Delhi,Delhi,India
CUST00555,238,2,5579.88,3,1,1,311,Hibernating,Bengaluru,Karnataka,India
CUST00556,212,4,45214.75,3,2,3,323,Need Attention,Warangal,Telangana,India
CUST00557,5,23,355909.64,5,5,5,555,Champions,Durgapur,West Bengal,India
CUST00558,4,60,213115.2,5,5,5,555,Champions,Mangalore,Karnataka,India
CUST00559,191,4,4484.87,3,2,1,321,Hibernating,Udaipur,Rajasthan,India
CUST00560,276,6,22975.15,3,2,2,322,Need Attention,Delhi,Delhi,India
CUST00561,366,5,13250.949999999999,2,2,2,222,Hibernating,Coimbatore,Tamil Nadu,India
CUST00562,227,11,40279.59,3,4,3,343,Loyal Customers,Mumbai,Maharashtra,India
CUST00563,19,13,175321.35,4,4,5,445,Champions,Chandigarh,Punjab,India
CUST00564,2,47,178436.24,5,5,5,555,Champions,Lucknow,Uttar Pradesh,India
CUST00565,180,7,26323.47,3,3,3,333,Loyal Customers,Hubli,Karnataka,India
CUST00566,650,10,20411.98,1,3,2,132,Hibernating,Kolkata,West Bengal,India
CUST00567,58,20,212846.90999999997,4,5,5,455,Champions,Chandigarh,Punjab,India
CUST00568,79,8,28442.69,4,3,3,433,Loyal Customers,Agra,Uttar Pradesh,India
CUST00569,500,1,3391.52,1,1,1,111,Lost,Varanasi,Uttar Pradesh,India
CUST00570,299,10,36724.05,3,3,3,333,Loyal Customers,Chandigarh,Punjab,India
CUST00571,385,3,70796.84999999999,2,1,4,214,Hibernating,Bengaluru,Karnataka,India
CUST00572,304,6,10725.32,3,2,2,322,Need Attention,Durgapur,West Bengal,India
CUST00573,36,9,169103.54,4,3,5,435,Loyal Customers,Salem,Tamil Nadu,India
CUST00574,465,4,6765.16,2,2,1,221,Hibernating,Mumbai,Maharashtra,India
CUST00575,614,4,7688.39,1,2,1,121,Lost,Howrah,West Bengal,India
CUST00576,508,2,3652.08,1,1,1,111,Lost,Mysuru,Karnataka,India
CUST00577,1,28,122088.74,5,5,5,555,Champions,Kolkata,West Bengal,India
CUST00578,508,1,2146.02,1,1,1,111,Lost,Faridabad,Haryana,India
CUST00579,41,12,21035.52,4,4,2,442,Need Attention,Noida,Uttar Pradesh,India
CUST00580,35,16,63864.5,4,4,4,444,Champions,Panipat,Haryana,India
CUST00581,345,7,33412.68,3,3,3,333,Loyal Customers,Nagpur,Maharashtra,India
CUST00582,568,3,9699.75,1,1,2,112,Lost,Delhi,Delhi,India
CUST00583,97,9,117447.74,4,3,4,434,Loyal Customers,Panipat,Haryana,India
CUST00584,25,8,27187.690000000002,4,3,3,433,Loyal Customers,Udaipur,Rajasthan,India
CUST00585,215,5,15656.37,3,2,2,322,Need Attention,Chennai,Tamil Nadu,India
CUST00586,228,11,29661.97,3,4,3,343,Loyal Customers,Mangalore,Karnataka,India
CUST00587,4,18,73389.45999999999,5,5,4,554,Champions,Chennai,Tamil Nadu,India
CUST00588,7,35,551157.23,5,5,5,555,Champions,New Delhi,Delhi,India
CUST00589,9,23,84402.07,5,5,4,554,Champions,Howrah,West Bengal,India
CUST00590,23,17,81392.12,4,4,4,444,Champions,Gurgaon,Haryana,India
CUST00591,2,19,98767.66,5,5,4,554,Champions,Amritsar,Punjab,India
CUST00592,251,6,10180.73,3,2,2,322,Need Attention,Mysuru,Karnataka,India
CUST00593,5,27,178511.43,5,5,5,555,Champions,Thiruvananthapuram,Kerala,India
CUST00594,2,11,29782.03,5,4,3,543,Loyal Customers,Kolkata,West Bengal,India
CUST00595,689,1,2624.09,1,1,1,111,Lost,Durgapur,West Bengal,India
CUST00596,17,10,33977.18,4,3,3,433,Loyal Customers,Panipat,Haryana,India
CUST00597,481,10,217213.29,2,3,5,235,Hibernating,Jodhpur,Rajasthan,India
CUST00598,4,16,254603.41999999998,5,4,5,545,Champions,Agra,Uttar Pradesh,India
CUST00599,13,22,152008.02,5,5,5,555,Champions,Surat,Gujarat,India
CUST00600,9,26,201733.93000000002,5,5,5,555,Champions,Udaipur,Rajasthan,India
CUST00601,20,24,71281.1,4,5,4,454,Champions,Vadodara,Gujarat,India
CUST00602,168,13,43006.86,3,4,3,343,Loyal Customers,Kozhikode,Kerala,India
CUST00603,37,18,49899.659999999996,4,5,4,454,Champions,Kolkata,West Bengal,India
CUST00604,10,22,130154.23999999999,5,5,5,555,Champions,Ahmedabad,Gujarat,India
CUST00605,12,29,193955.58,5,5,5,555,Champions,Thiruvananthapuram,Kerala,India
CUST00606,66,12,69636.69,4,4,4,444,Champions,Madurai,Tamil Nadu,India
CUST00607,39,12,19906.15,4,4,2,442,Need Attention,Surat,Gujarat,India
CUST00608,463,8,31146.190000000002,2,3,3,233,Hibernating,Panipat,Haryana,India
CUST00609,372,5,17859.35,2,2,2,222,Hibernating,Thane,Maharashtra,India
CUST00610,457,5,26302.600000000002,2,2,3,223,Hibernating,Chennai,Tamil Nadu,India
CUST00611,2,50,674959.16,5,5,5,555,Champions,Durgapur,West Bengal,India
CUST00612,523,6,63319.82,1,2,4,124,Lost,Kochi,Kerala,India
CUST00613,404,4,14864.130000000001,2,2,2,222,Hibernating,Mangalore,Karnataka,India
CUST00614,1,31,141112.27,5,5,5,555,Champions,Kochi,Kerala,India
CUST00615,714,4,8441.03,1,2,2,122,Lost,Ahmedabad,Gujarat,India
CUST00616,663,1,4197.67,1,1,1,111,Lost,Ludhiana,Punjab,India
CUST00617,11,21,245748.41999999998,5,5,5,555,Champions,Gurgaon,Haryana,India
CUST00618,214,7,13205.720000000001,3,3,2,332,Need Attention,Bengaluru,Karnataka,India
CUST00619,197,3,23829.180000000004,3,1,3,313,Hibernating,Hubli,Karnataka,India
CUST00620,406,4,16171.7,2,2,2,222,Hibernating,Ahmedabad,Gujarat,India
CUST00621,2,26,102366.29000000001,5,5,4,554,Champions,Bikaner,Rajasthan,India
CUST00622,6,15,63606.12,5,4,4,544,Champions,Udaipur,Rajasthan,India
CUST00623,66,11,32720.79,4,4,3,443,Loyal Customers,Kolkata,West Bengal,India
CUST00624,58,16,358085.99,4,4,5,445,Champions,Surat,Gujarat,India
CUST00625,549,5,12167.57,1,2,2,122,Lost,Howrah,West Bengal,India
CUST00626,17,9,34630.0,4,3,3,433,Loyal Customers,Coimbatore,Tamil Nadu,India
CUST00627,2,13,38478.73,5,4,3,543,Loyal Customers,Warangal,Telangana,India
CUST00628,432,2,2244.3,2,1,1,211,Hibernating,Delhi,Delhi,India
CUST00629,14,36,214191.19,5,5,5,555,Champions,Mangalore,Karnataka,India
CUST00630,1,14,34673.43,5,4,3,543,Loyal Customers,Nagpur,Maharashtra,India
CUST00631,366,4,7004.33,2,2,1,221,Hibernating,Udaipur,Rajasthan,India
CUST00632,384,1,541.49,2,1,1,211,Hibernating,Chandigarh,Punjab,India
CUST00633,367,7,38970.88,2,3,3,233,Hibernating,Vadodara,Gujarat,India
CUST00634,329,5,32399.45,3,2,3,323,Need Attention,Kochi,Kerala,India
CUST00635,1,20,203101.25,5,5,5,555,Champions,Mangalore,Karnataka,India
CUST00636,180,9,24395.72,3,3,3,333,Loyal Customers,Ahmedabad,Gujarat,India
CUST00637,425,3,2352.67,2,1,1,211,Hibernating,Ludhiana,Punjab,India
CUST00638,17,7,41037.979999999996,4,3,3,433,Loyal Customers,Jodhpur,Rajasthan,India
CUST00639,57,11,43987.759999999995,4,4,3,443,Loyal Customers,Amritsar,Punjab,India
CUST00640,143,5,4205.97,3,2,1,321,Hibernating,Varanasi,Uttar Pradesh,India
CUST00641,6,60,285981.27999999997,5,5,5,555,Champions,Coimbatore,Tamil Nadu,India
CUST00642,42,12,69084.05,4,4,4,444,Champions,Varanasi,Uttar Pradesh,India
CUST00643,105,12,38021.22,4,4,3,443,Loyal Customers,Kolkata,West Bengal,India
CUST00644,470,12,29945.3,2,4,3,243,Churned Best Customers,Thane,Maharashtra,India
